       27	2025-02-01 08:32:42	1	0	1	0
       27	2025-02-01 08:32:44	1	0	1	0
       25	2025-02-01 09:05:01	1	0	1	0
       23	2025-02-01 09:18:51	1	0	1	0
       10	2025-02-01 09:41:17	1	0	1	0
       24	2025-02-01 09:57:05	1	0	1	0
       26	2025-02-01 09:57:19	1	0	1	0
        5	2025-02-01 10:51:05	1	0	1	0
        4	2025-02-01 10:54:41	1	0	1	0
        4	2025-02-01 10:54:42	1	0	1	0
       12	2025-02-01 10:56:01	1	0	1	0
        1	2025-02-01 11:00:35	1	0	1	0
       12	2025-02-01 11:00:42	1	0	1	0
       10	2025-02-01 14:03:21	1	0	1	0
       12	2025-02-01 14:59:42	1	0	1	0
       12	2025-02-01 15:00:22	1	0	1	0
       27	2025-02-01 16:19:01	1	0	1	0
       25	2025-02-01 18:31:03	1	0	1	0
       23	2025-02-01 18:32:44	1	0	1	0
       26	2025-02-01 18:47:03	1	0	1	0
       24	2025-02-01 18:47:07	1	0	1	0
        1	2025-02-01 18:54:53	1	0	1	0
        5	2025-02-01 18:56:00	1	0	1	0
        4	2025-02-01 20:08:20	1	0	1	0
       27	2025-02-03 08:37:06	1	0	1	0
       23	2025-02-03 09:19:58	1	0	1	0
       26	2025-02-03 09:20:23	1	0	1	0
       10	2025-02-03 09:25:21	1	0	1	0
       24	2025-02-03 10:01:47	1	0	1	0
        1	2025-02-03 10:42:53	1	0	1	0
        5	2025-02-03 10:51:59	1	0	1	0
        4	2025-02-03 10:57:07	1	0	1	0
       12	2025-02-03 11:03:41	1	0	1	0
       28	2025-02-03 14:42:26	1	0	1	0
       28	2025-02-03 14:42:35	1	0	1	0
       12	2025-02-03 15:03:51	1	0	1	0
       12	2025-02-03 15:05:37	1	0	1	0
       28	2025-02-03 17:26:32	1	0	1	0
       28	2025-02-03 17:26:41	1	0	1	0
       28	2025-02-03 17:26:56	1	0	1	0
       27	2025-02-03 18:06:25	1	0	1	0
       26	2025-02-03 18:24:42	1	0	1	0
       10	2025-02-03 18:28:54	1	0	1	0
       23	2025-02-03 18:31:45	1	0	1	0
       24	2025-02-03 18:53:33	1	0	1	0
        1	2025-02-03 18:53:39	1	0	1	0
        5	2025-02-03 18:55:13	1	0	1	0
       27	2025-02-04 08:33:36	1	0	1	0
       25	2025-02-04 09:04:27	1	0	1	0
       23	2025-02-04 09:16:47	1	0	1	0
       28	2025-02-04 09:27:21	1	0	1	0
       10	2025-02-04 09:33:19	1	0	1	0
       10	2025-02-04 09:33:21	1	0	1	0
       24	2025-02-04 10:00:36	1	0	1	0
       26	2025-02-04 10:01:04	1	0	1	0
        5	2025-02-04 10:53:59	1	0	1	0
        4	2025-02-04 10:55:04	1	0	1	0
        4	2025-02-04 10:55:06	1	0	1	0
        1	2025-02-04 11:02:04	1	0	1	0
       12	2025-02-04 14:26:01	1	0	1	0
       28	2025-02-04 17:23:59	1	0	1	0
       28	2025-02-04 17:24:05	1	0	1	0
       27	2025-02-04 17:59:26	1	0	1	0
       10	2025-02-04 18:21:33	1	0	1	0
       10	2025-02-04 18:21:34	1	0	1	0
       23	2025-02-04 18:32:01	1	0	1	0
       12	2025-02-04 18:40:03	1	0	1	0
        1	2025-02-04 18:54:39	1	0	1	0
       26	2025-02-04 18:54:42	1	0	1	0
       24	2025-02-04 18:54:51	1	0	1	0
        5	2025-02-04 18:56:55	1	0	1	0
       25	2025-02-04 19:14:52	1	0	1	0
        4	2025-02-04 20:35:13	1	0	1	0
       27	2025-02-05 09:13:35	1	0	1	0
       26	2025-02-05 09:19:45	1	0	1	0
       23	2025-02-05 09:24:05	1	0	1	0
       25	2025-02-05 09:27:15	1	0	1	0
       25	2025-02-05 09:27:17	1	0	1	0
       10	2025-02-05 09:32:20	1	0	1	0
       28	2025-02-05 09:48:19	1	0	1	0
       24	2025-02-05 10:07:14	1	0	1	0
        1	2025-02-05 10:55:23	1	0	1	0
        4	2025-02-05 10:57:45	1	0	1	0
        5	2025-02-05 10:57:50	1	0	1	0
       28	2025-02-05 17:24:18	1	0	1	0
       27	2025-02-05 17:56:53	1	0	1	0
       23	2025-02-05 18:24:14	1	0	1	0
       26	2025-02-05 18:24:26	1	0	1	0
       10	2025-02-05 18:26:26	1	0	1	0
        5	2025-02-05 18:55:21	1	0	1	0
       25	2025-02-05 18:56:33	1	0	1	0
       24	2025-02-05 18:57:38	1	0	1	0
        4	2025-02-05 20:34:49	1	0	1	0
       27	2025-02-06 08:34:31	1	0	1	0
       25	2025-02-06 08:54:36	1	0	1	0
       23	2025-02-06 09:17:22	1	0	1	0
       10	2025-02-06 09:39:00	1	0	1	0
       28	2025-02-06 09:47:12	1	0	1	0
       26	2025-02-06 09:59:30	1	0	1	0
       24	2025-02-06 10:00:25	1	0	1	0
        4	2025-02-06 10:56:15	1	0	1	0
        5	2025-02-06 10:56:58	1	0	1	0
        1	2025-02-06 10:58:27	1	0	1	0
       12	2025-02-06 14:09:43	1	0	1	0
       28	2025-02-06 17:24:15	1	0	1	0
       27	2025-02-06 17:54:03	1	0	1	0
       10	2025-02-06 18:23:24	1	0	1	0
       12	2025-02-06 18:27:53	1	0	1	0
       23	2025-02-06 18:29:06	1	0	1	0
       26	2025-02-06 18:50:28	1	0	1	0
       24	2025-02-06 18:53:32	1	0	1	0
        5	2025-02-06 18:54:59	1	0	1	0
        1	2025-02-06 18:59:01	1	0	1	0
       25	2025-02-06 19:16:55	1	0	1	0
       27	2025-02-07 08:25:55	1	0	1	0
       25	2025-02-07 09:07:36	1	0	1	0
       23	2025-02-07 09:18:53	1	0	1	0
       10	2025-02-07 09:19:06	1	0	1	0
       28	2025-02-07 09:51:51	1	0	1	0
       24	2025-02-07 10:02:45	1	0	1	0
       26	2025-02-07 10:14:17	1	0	1	0
        5	2025-02-07 10:52:52	1	0	1	0
       12	2025-02-07 10:55:49	1	0	1	0
        4	2025-02-07 10:57:52	1	0	1	0
        1	2025-02-07 11:01:20	1	0	1	0
       26	2025-02-07 13:14:10	1	0	1	0
       12	2025-02-07 15:06:56	1	0	1	0
       28	2025-02-07 17:24:09	1	0	1	0
       27	2025-02-07 17:55:56	1	0	1	0
       10	2025-02-07 18:24:27	1	0	1	0
       23	2025-02-07 18:25:23	1	0	1	0
       25	2025-02-07 18:50:50	1	0	1	0
       24	2025-02-07 18:54:27	1	0	1	0
        5	2025-02-07 18:56:19	1	0	1	0
        1	2025-02-07 19:02:01	1	0	1	0
       27	2025-02-08 08:35:42	1	0	1	0
       25	2025-02-08 09:17:07	1	0	1	0
       23	2025-02-08 09:20:36	1	0	1	0
       28	2025-02-08 09:49:22	1	0	1	0
       24	2025-02-08 09:51:09	1	0	1	0
       26	2025-02-08 09:58:14	1	0	1	0
        5	2025-02-08 10:49:22	1	0	1	0
        4	2025-02-08 10:55:09	1	0	1	0
